,Tokenized_Text,Tweets_Clean,Tweet_Lemmatized
42,"['has', 'it', 'occurred', 'to', 'you', 'that', 'using', 'bitcoin', 'for', 'proceeds', 'of', 'crime/money', 'is', 'actually', 'mor…', '.rt', 'crypto', 'has', ':', '-caused', 'an', 'epic', 'crypto-crime-wave', 'of', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', 'has', ':', '-caused', 'an', 'epic', 'crypto-crime-wave', 'of', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', 'has', ':', '-caused', 'an', 'epic', 'crypto-crime-wave', 'of', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', 'has', ':', '-caused', 'an', 'epic', 'crypto-crime-wave', 'of', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', 'has', ':', '-caused', 'an', 'epic', 'crypto-crime-wave', 'of', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', 'has', ':', '-caused', 'an', 'epic', 'crypto-crime-wave', 'of', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', 'has', ':', '-caused', 'an', 'epic', 'crypto-crime-wave', 'of', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', 'has', ':', '-caused', 'an', 'epic', 'crypto-crime-wave', 'of', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', 'has', ':', '-caused', 'an', 'epic', 'crypto-crime-wave', 'of', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', 'has', ':', '-caused', 'an', 'epic', 'crypto-crime-wave', 'of', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', 'has', ':', '-caused', 'an', 'epic', 'crypto-crime-wave', 'of', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', 'has', ':', '-caused', 'an', 'epic', 'crypto-crime-wave', 'of', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', 'has', ':', '-caused', 'an', 'epic', 'crypto-crime-wave', 'of', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', 'has', ':', '-caused', 'an', 'epic', 'crypto-crime-wave', 'of', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….crypto', 'has', ':', '-caused', 'an', 'epic', 'crypto-crime-wave', 'of', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrori…', '.rt', 'joe', 'biden', 'says', 'climate', 'change', 'is', 'a', 'threat', 'to', 'our', 'nation', 'but', 'open', 'borders', 'and', 'rampant', 'crime', 'are', 'not', '.']","['occurred', 'using', 'bitcoin', 'proceeds', 'crime/money', 'actually', 'mor…', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrori…', 'joe', 'biden', 'says', 'climate', 'change', 'threat', 'nation', 'open', 'borders', 'rampant', 'crime', '.']","['occurred', 'using', 'bitcoin', 'proceeds', 'crime/money', 'actually', 'mor…', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….rt', 'crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrorism/sa….crypto', ':', '-caused', 'epic', 'crypto-crime-wave', 'ransomware/drug', 'dealing/sex', 'trafficking/money', 'laundering/terrori…', 'joe', 'biden', 'say', 'climate', 'change', 'threat', 'nation', 'open', 'border', 'rampant', 'crime', '.']"
43,"['wake', 'up', 'america', '!', '.fed', 'is', 'going', 'to', 'be', 'in', 'for', 'a', 'big', 'surprise', 'if', 'they', 'attempt', 'this', 'load', 'of', '💩', '.']","['wake', 'america', '!', '.fed', 'going', 'big', 'surprise', 'attempt', 'load', '💩', '.']","['wake', 'america', '!', '.fed', 'going', 'big', 'surprise', 'attempt', 'load', '💩', '.']"
44,"['we', 'know', 'digital', '(', 'crypto', ')', 'currency', '=', 'social…', '.']","['know', 'digital', '(', 'crypto', ')', 'currency', '=', 'social…', '.']","['know', 'digital', '(', 'crypto', ')', 'currency', '=', 'social…', '.']"
45,"['dollarback', 'seeks', 'to', 'develop', 'a', 'powerful', 'online', 'network', 'ready', 'to', 'fight', 'financial', 'crime', 'and', 'recover', 'los…', '.rugpulls', 'are', 'common', 'in', 'crypto', '.']","['dollarback', 'seeks', 'develop', 'powerful', 'online', 'network', 'ready', 'fight', 'financial', 'crime', 'recover', 'los…', '.rugpulls', 'common', 'crypto', '.']","['dollarback', 'seek', 'develop', 'powerful', 'online', 'network', 'ready', 'fight', 'financial', 'crime', 'recover', 'los…', '.rugpulls', 'common', 'crypto', '.']"
46,"['key', 'trends', 'in', 'crypto', 'based', 'crime', ':', '1.defi', '’', 's', 'rise', '2.ransomware', '3.malware', '4.scams', '5.', 'st…', '.according', 'to', 'report', ',', 'crypto', 'crime', 'is', 'highest', 'ever', 'in', '2021.crypto', 'txn', 'volume', 'grew', '567', '%', 'from', '2020', ""'s"", 'tota…', '.tokens', 'are', ""n't"", 'sustainable', 'and', ',', 'in', 'fact', ',', 'an', 'incredible', 'detriment', 'to', 'that', 'entire', 'industry', '.']","['key', 'trends', 'crypto', 'based', 'crime', ':', '1.defi', '’', 'rise', '2.ransomware', '3.malware', '4.scams', '5.', 'st…', '.according', 'report', ',', 'crypto', 'crime', 'highest', 'ever', '2021.crypto', 'txn', 'volume', 'grew', '567', '%', '2020', ""'s"", 'tota…', '.tokens', ""n't"", 'sustainable', ',', 'fact', ',', 'incredible', 'detriment', 'entire', 'industry', '.']","['key', 'trend', 'crypto', 'based', 'crime', ':', '1.defi', '’', 'rise', '2.ransomware', '3.malware', '4.scams', '5.', 'st…', '.according', 'report', ',', 'crypto', 'crime', 'highest', 'ever', '2021.crypto', 'txn', 'volume', 'grew', '567', '%', '2020', ""'s"", 'tota…', '.tokens', ""n't"", 'sustainable', ',', 'fact', ',', 'incredible', 'detriment', 'entire', 'industry', '.']"
47,"['tokens', 'are', 'why', 'crypto', 'will…', '.rt', 'funny', 'how', 'like', '100', '%', 'of', 'ppl', 'claiming', 'airdrops', 'are', 'us', 'citizens', 'or', 'residents', 'and', 'are', 'therefore', 'committing', 'a', 'crime', 'yet', 'they…', '.']","['tokens', 'crypto', 'will…', 'funny', 'like', '100', '%', 'ppl', 'claiming', 'airdrops', 'us', 'citizens', 'residents', 'therefore', 'committing', 'crime', 'yet', 'they…', '.']","['token', 'crypto', 'will…', 'funny', 'like', '100', '%', 'ppl', 'claiming', 'airdrop', 'u', 'citizen', 'resident', 'therefore', 'committing', 'crime', 'yet', 'they…', '.']"
48,"['and', 'with', 'democrats', 'in', 'control', 'we', 'would', 'continue', 'in', 'our', 'recession', ',', 'super', 'high', 'inflation', ',', 'crazy', 'high…', '.and', '74', '%', 'of', 'respondents', 'believe', 'their', 'agency', 'isn', '’', 't', 'well-equipped', 'to', 'investigate', 'cryptocurrency-related', 'crime', '.']","['democrats', 'control', 'would', 'continue', 'recession', ',', 'super', 'high', 'inflation', ',', 'crazy', 'high…', '.and', '74', '%', 'respondents', 'believe', 'agency', '’', 'well-equipped', 'investigate', 'cryptocurrency-related', 'crime', '.']","['democrat', 'control', 'would', 'continue', 'recession', ',', 'super', 'high', 'inflation', ',', 'crazy', 'high…', '.and', '74', '%', 'respondent', 'believe', 'agency', '’', 'well-equipped', 'investigate', 'cryptocurrency-related', 'crime', '.']"
49,"['relat…', '.rt', 'would', 'work', 'with', 'law-enforcement', 'officials', 'to', '“', 'track', 'and', 'trac….rt', 'would', 'work', 'with', 'law-enforcement', 'officials', 'to', '“', 'track', 'and', 'trac…', '.']","['relat…', 'would', 'work', 'law-enforcement', 'officials', '“', 'track', 'trac….rt', 'would', 'work', 'law-enforcement', 'officials', '“', 'track', 'trac…', '.']","['relat…', 'would', 'work', 'law-enforcement', 'official', '“', 'track', 'trac….rt', 'would', 'work', 'law-enforcement', 'official', '“', 'track', 'trac…', '.']"
50,"['would', 'work', 'with', 'law-enforcement', 'officials', 'to', '“', 'track…', '.']","['would', 'work', 'law-enforcement', 'officials', '“', 'track…', '.']","['would', 'work', 'law-enforcement', 'official', '“', 'track…', '.']"
51,"['biden', 'has', 'a', 'wide', 'open', 'border', ',', 'which', 'has', 'let', 'in', '6', 'million', 'ilegals', ',', 'bidens', 'jacking', 'up…', '.rt', 'biden', '&', 'amp', ';', 'his', 'merry', 'ban', 'of', 'useful', 'idiots', 'did', 'this', 'to', 'us', '.']","['biden', 'wide', 'open', 'border', ',', 'let', '6', 'million', 'ilegals', ',', 'bidens', 'jacking', 'up…', 'biden', '&', 'amp', ';', 'merry', 'ban', 'useful', 'idiots', 'us', '.']","['biden', 'wide', 'open', 'border', ',', 'let', '6', 'million', 'ilegals', ',', 'bidens', 'jacking', 'up…', 'biden', '&', 'amp', ';', 'merry', 'ban', 'useful', 'idiot', 'u', '.']"
52,"['all', 'of', 'it👇🏾', '1.', 'inflation', '2.', 'precipice', 'of', 'ww3', '4.', 'high', '⛽️', 'prices', '5.', 'h….rt', 'getaway', 'driver', 'finna', 'get', '0', 'stars', '😭', '#', 'fights', '#', 'hoodfights', '#', 'crypto', '#', 'hood', '#', 'school', '#', 'schoolfights', '#', 'hoodshit', '#', 'barbie', '#', 'viral', '#', 'trump', '#', 'wo…', '.']","['it👇🏾', '1.', 'inflation', '2.', 'precipice', 'ww3', '4.', 'high', '⛽️', 'prices', '5.', 'h….rt', 'getaway', 'driver', 'finna', 'get', '0', 'stars', '😭', 'fights', 'hoodfights', 'crypto', 'hood', 'school', 'schoolfights', 'hoodshit', 'barbie', 'viral', 'trump', 'wo…', '.']","['it👇🏾', '1.', 'inflation', '2.', 'precipice', 'ww3', '4.', 'high', '⛽️', 'price', '5.', 'h….rt', 'getaway', 'driver', 'finna', 'get', '0', 'star', '😭', 'fight', 'hoodfights', 'crypto', 'hood', 'school', 'schoolfights', 'hoodshit', 'barbie', 'viral', 'trump', 'wo…', '.']"
53,"['if', 'course', 'the', 'crypto', 'is', 'all', 'owned', 'and', 'controlled', 'by', 'billionaire', 'hedge', 'fund', 'managers…', '.very', 'few', 'crypto', 'exchanges', ',', 'would', 'be', 'in', 'a', 'position', 'to', 'compensate', 'account', 'holders', 'if', ',', 'a', 'major', 'portion', 'of', 'their', 'deposi…', '.']","['course', 'crypto', 'owned', 'controlled', 'billionaire', 'hedge', 'fund', 'managers…', '.very', 'crypto', 'exchanges', ',', 'would', 'position', 'compensate', 'account', 'holders', ',', 'major', 'portion', 'deposi…', '.']","['course', 'crypto', 'owned', 'controlled', 'billionaire', 'hedge', 'fund', 'managers…', '.very', 'crypto', 'exchange', ',', 'would', 'position', 'compensate', 'account', 'holder', ',', 'major', 'portion', 'deposi…', '.']"
54,"['however', ',', 'centralized', 'stablecoins', 'can', 'also', 'be', 'frozen', '.']","['however', ',', 'centralized', 'stablecoins', 'also', 'frozen', '.']","['however', ',', 'centralized', 'stablecoins', 'also', 'frozen', '.']"
55,"['this', 'feature', 'has', 'benefits', 'in', 'prev…', '.']","['feature', 'benefits', 'prev…', '.']","['feature', 'benefit', 'prev…', '.']"
56,"['nurses', 'abused', 'by', 'pfizer', 'oct', '9', '2022', '#', 'justice', '#', 'privacy', '#', 'wealth', '#', 'crime', '#', 'bitcoin', '#', 'freedom', '#', 'crypto…', '.rt', 'another', 'week', 'of', 'stock', 'market', 'crime', 'ahead', 'of', 'us', '.']","['nurses', 'abused', 'pfizer', 'oct', '9', '2022', 'justice', 'privacy', 'wealth', 'crime', 'bitcoin', 'freedom', 'crypto…', 'another', 'week', 'stock', 'market', 'crime', 'ahead', 'us', '.']","['nurse', 'abused', 'pfizer', 'oct', '9', '2022', 'justice', 'privacy', 'wealth', 'crime', 'bitcoin', 'freedom', 'crypto…', 'another', 'week', 'stock', 'market', 'crime', 'ahead', 'u', '.']"
57,"['as', 'usual', ',', 'market', 'makers', 'and', 'hfs', 'traders', 'will', 'use', 'every', 'loophole', 'and', 'explo….rt', 'couple', 'mistakenly', 'paid', '$', '10.5m', 'by', 'defends', 'spending', 'spree', 'as', 'contest', 'winnings', '#', 'cr….', '#', 'crime', '#', 'exchanges', '#', 'legal', 'couple', 'mistakenly', 'paid', '$', '10.5m', 'by', 'defends', 'spending', 'spree', 'as', 'contest…', '.join', 'trm', '&', 'amp', ';', 'at', 'vegas', 'next', 'week', ',', 'where', 'we', 'will', 'be', 'discussing', '#', 'crypto', 'investigations', ',', 'looking', 'at…', '.']","['usual', ',', 'market', 'makers', 'hfs', 'traders', 'use', 'every', 'loophole', 'explo….rt', 'couple', 'mistakenly', 'paid', '$', '10.5m', 'defends', 'spending', 'spree', 'contest', 'winnings', 'cr….', 'crime', 'exchanges', 'legal', 'couple', 'mistakenly', 'paid', '$', '10.5m', 'defends', 'spending', 'spree', 'contest…', '.join', 'trm', '&', 'amp', ';', 'vegas', 'next', 'week', ',', 'discussing', 'crypto', 'investigations', ',', 'looking', 'at…', '.']","['usual', ',', 'market', 'maker', 'hf', 'trader', 'use', 'every', 'loophole', 'explo….rt', 'couple', 'mistakenly', 'paid', '$', '10.5m', 'defends', 'spending', 'spree', 'contest', 'winning', 'cr….', 'crime', 'exchange', 'legal', 'couple', 'mistakenly', 'paid', '$', '10.5m', 'defends', 'spending', 'spree', 'contest…', '.join', 'trm', '&', 'amp', ';', 'vega', 'next', 'week', ',', 'discussing', 'crypto', 'investigation', ',', 'looking', 'at…', '.']"
58,"['the', 'controversial', 'part', 'is', 'that', 'the', ""'black"", ""'"", '&', 'amp', ';', ""'white"", ""'"", 'adjectives/labels/qualifiers', 'are', 'in', 'the', 'discuss…', '.rt', 'el', 'salvador', 'is', 'looking', 'up', '.']","['controversial', 'part', ""'black"", ""'"", '&', 'amp', ';', ""'white"", ""'"", 'adjectives/labels/qualifiers', 'discuss…', 'el', 'salvador', 'looking', '.']","['controversial', 'part', ""'black"", ""'"", '&', 'amp', ';', ""'white"", ""'"", 'adjectives/labels/qualifiers', 'discuss…', 'el', 'salvador', 'looking', '.']"
59,"['decentralised', 'their', 'economy', ',', 'adopted', 'crypto', 'as', 'official', 'currency', ',', 'cracked', 'down', '100', '%', 'o….rt', 'as', 'a', 'crypto', 'trader', 'wey', 'i', 'dey', 'use', 'my', 'money', 'i', 'mean', 'my', 'money', 'run', 'am', 'police', 'go', 'still', 'dey', 'ask', 'what', 'crypto', 'you', '’', 're….', '#', 'buy', 'today', ""'s"", '``', 'the', 'birth', 'of', 'christ', ""''"", 'for', '10ꜩ', 'on', 'buying', 'my', 'paintings', 'is', 'a', 'crime', '?']","['decentralised', 'economy', ',', 'adopted', 'crypto', 'official', 'currency', ',', 'cracked', '100', '%', 'o….rt', 'crypto', 'trader', 'wey', 'dey', 'use', 'money', 'mean', 'money', 'run', 'police', 'go', 'still', 'dey', 'ask', 'crypto', '’', 're….', 'buy', 'today', ""'s"", '``', 'birth', 'christ', ""''"", '10ꜩ', 'buying', 'paintings', 'crime', '?']","['decentralised', 'economy', ',', 'adopted', 'crypto', 'official', 'currency', ',', 'cracked', '100', '%', 'o….rt', 'crypto', 'trader', 'wey', 'dey', 'use', 'money', 'mean', 'money', 'run', 'police', 'go', 'still', 'dey', 'ask', 'crypto', '’', 're….', 'buy', 'today', ""'s"", '``', 'birth', 'christ', ""''"", '10ꜩ', 'buying', 'painting', 'crime', '?']"
60,"['you', 'buy', 'my', 'w…', '.mastercard', 'launches', 'new', 'product', 'to', 'help', 'banks', 'combat', 'crypto-related', 'crime', '.']","['buy', 'w…', '.mastercard', 'launches', 'new', 'product', 'help', 'banks', 'combat', 'crypto-related', 'crime', '.']","['buy', 'w…', '.mastercard', 'launch', 'new', 'product', 'help', 'bank', 'combat', 'crypto-related', 'crime', '.']"
61,"['el', 'salvador', 'is', 'looking', 'up', '.']","['el', 'salvador', 'looking', '.']","['el', 'salvador', 'looking', '.']"
