"","log_funds_lost","log_funds_returned","scamNetworks","month_of_attack","day_of_week_of_attack","day_of_year_of_attack","scam_type_grouped"
"551",18.3153202282945,0,"Other","10","4",281,"Exploit"
"552",12.7765068457015,0,"Ethereum","1","3",7,"Exit Scam"
"553",9.03598698483141,0,"Ethereum","10","5",281,"Exit Scam"
"554",13.3984788134846,0,"CEX","3","5",74,"Exploit"
"555",17.2457416849559,0,"Binance","3","3",63,"Exit Scam"
"556",11.4188675008165,0,"Binance","7","2",208,"Exit Scam"
"557",12.0215847439048,0,"Ethereum","1","4",7,"Exploit"
"558",3.13549421592915,0,"Binance","2","4",36,"Exploit"
"559",12.0215847439048,0,"Binance","1","4",7,"Exploit"
"560",12.5642225012516,0,"Ethereum","9","3",268,"Exit Scam"
"561",14.7718212988543,0,"Binance","2","0",45,"Exit Scam"
"562",12.1455367697757,0,"Ethereum","12","4",360,"Exit Scam"
"563",8.88848084772282,0,"Ethereum","12","2",344,"Exit Scam"
"564",8.36053938137086,0,"Ethereum","12","4",353,"Exit Scam"
"565",12.5036369772114,0,"Binance","7","1",194,"Exploit"
"566",15.2018049190842,15.1505118878545,"Binance","8","2",223,"Exploit"
"567",11.5129254649702,0,"Ethereum","11","5",324,"Exploit"
"568",10.1717191856663,0,"Binance","7","2",194,"Exploit"
"569",16.5880992802041,0,"Ethereum","10","3",287,"Exploit"
"570",10.6751917222516,0,"Polygon","8","5",218,"Exploit"
"571",15.1602300370486,14.3732972455437,"Ethereum","6","6",177,"Exploit"
"572",16.0015618347024,0,"Binance","8","1",222,"Exploit"
"573",11.1316650455589,0,"CEX","6","1",172,"Exploit"
"574",8.77909581088053,0,"Ethereum","11","1",329,"Exit Scam"
"575",11.7825173929897,0,"Binance","7","2",201,"Exit Scam"
"576",10.7579028806922,0,"Ethereum","5","5",127,"Exploit"
"577",14.0466222789277,0,"Ethereum","6","3",167,"Exploit"
"578",17.7275335633924,0,"Other","2","0",50,"Exploit"
"579",11.3449209287711,0,"Binance","8","0",241,"Exit Scam"
"580",11.9775144615145,0,"Binance","3","0",66,"Exit Scam"
"581",14.0630024674982,0,"Binance","3","0",74,"Exit Scam"
"582",10.3435473054088,0,"Ethereum","12","6",341,"Exit Scam"
"583",13.1546195094526,0,"Ethereum","7","0",200,"Exploit"
"584",12.4332082181139,0,"CEX","9","2",249,"Exploit"
"585",8.77338459677665,0,"Ethereum","1","1",5,"Exit Scam"
"586",12.0435537160324,0,"Binance","3","0",76,"Exploit"
"587",12.2477614642498,0,"Ethereum","1","1",26,"Exit Scam"
"588",14.6784005131113,0,"Other","9","4",255,"Exploit"
"589",7.75705114203201,0,"Ethereum","11","3",317,"Exit Scam"
"590",15.7325783066723,15.7325784537098,"Ethereum","7","2",195,"Exploit"
"591",14.8819511771577,0,"Binance","2","0",46,"Exit Scam"
"592",10.8322008044088,0,"Binance","6","1",179,"Exit Scam"
"593",9.01529825077285,0,"Ethereum","11","3",329,"Exit Scam"
"594",13.1402032955327,0,"Binance","8","5",232,"Exit Scam"
"595",8.27359179819963,0,"Ethereum","3","2",69,"Exit Scam"
"596",11.6351430976945,0,"Other","9","4",272,"Exploit"
"597",12.8988572603711,0,"Ethereum","2","3",56,"Exit Scam"
"598",15.6072700271923,0,"Other","7","3",202,"Exit Scam"
"599",14.9154359840899,0,"Ethereum","11","1",306,"Exploit"
"600",13.4150329913671,0,"Ethereum","8","6",220,"Exploit"
"601",14.2209756660724,0,"Ethereum","5","6",135,"Exploit"
"602",10.4550999702028,0,"Binance","6","2",180,"Exit Scam"
"603",12.2060726455302,0,"Ethereum","7","6",192,"Exploit"
"604",11.0384960563955,0,"Binance","9","4",245,"Exit Scam"
"605",11.161593365442,0,"Binance","12","1",362,"Exit Scam"
"606",18.159315979818,0,"Binance","5","1",138,"Exploit"
"607",9.82865624191312,0,"Binance","3","3",63,"Exit Scam"
"608",5.98141421125448,0,"Binance","12","0",342,"Exit Scam"
"609",11.1844213979982,0,"Ethereum","6","1",158,"Exploit"
"610",14.0287023544243,0,"Solana","1","1",11,"Exit Scam"
"611",17.4398514909406,15.1238436478847,"Ethereum","2","5",44,"Exploit"
"612",16.5527490719734,0,"Binance","2","2",40,"Exploit"
"613",15.0682735264596,0,"Binance","5","3",146,"Exit Scam"
"614",17.0736070959858,0,"CEX","2","2",51,"Exploit"
"615",15.9180029995076,0,"Ethereum","7","5",184,"Exploit"
"616",6.71417052990947,0,"Ethereum","12","0",356,"Exit Scam"
"617",15.2971150988885,0,"Binance","2","6",37,"Exploit"
"618",15.2971150988885,0,"Ethereum","7","6",192,"Exploit"
"619",11.178221663745,0,"Ethereum","12","5",354,"Exit Scam"
"620",14.5086577385242,0,"Ethereum","11","3",317,"Exploit"
"621",13.8907979771539,0,"Other","10","1",277,"Exploit"
"622",8.96251983294953,0,"Ethereum","12","4",360,"Exit Scam"
"623",5.8348107370626,0,"Ethereum","10","5",298,"Exit Scam"
"624",11.0913309749322,11.0913462187184,"CEX","3","1",63,"Exploit"
"625",18.6830450084199,0,"Ethereum","10","2",300,"Exploit"
"626",12.3730013377166,0,"Ethereum","8","3",230,"Exploit"
"627",14.0056903246583,0,"Binance","11","5",324,"Exploit"
"628",19.0140075892301,0,"Ethereum","4","0",108,"Exploit"
"629",17.9898978278599,17.9898978432445,"CEX","8","1",215,"Exploit"
"630",13.1171216635942,0,"Binance","6","5",176,"Exit Scam"
"631",16.3571125514288,0,"Binance","9","6",262,"Exploit"
"632",11.454618156109,0,"Binance","7","0",192,"Exploit"
"633",8.30622521603216,0,"Ethereum","11","0",307,"Exit Scam"
"634",15.4641691835517,0,"Solana","8","2",215,"Exploit"
"635",14.5086577385242,0,"Ethereum","3","6",86,"Exploit"
"636",12.5036369772114,0,"Polygon","7","1",194,"Exploit"
"637",16.0127351353005,0,"CEX","10","5",293,"Exploit"
"638",7.82444593087762,0,"Ethereum","11","1",322,"Exit Scam"
"639",11.6471066464362,0,"Binance","6","5",155,"Exit Scam"
"640",13.5923670066501,0,"Binance","8","2",216,"Exploit"
"641",19.0936252171948,0,"CEX","12","5",338,"Exploit"
"642",13.3358605516667,0,"CEX","8","0",220,"Exit Scam"
"643",12.408760396277,0,"Binance","2","0",38,"Exploit"
"644",13.2379822952684,0,"Binance","1","0",17,"Exit Scam"
"645",15.5600505288812,0,"Binance","11","0",305,"Exit Scam"
"646",13.2176735572087,0,"Binance","5","3",147,"Exploit"
"647",6.67834211465433,0,"Ethereum","10","5",298,"Exit Scam"
"648",11.2004997786275,0,"Ethereum","10","6",299,"Exit Scam"
"649",15.8949520996441,0,"Ethereum","11","1",322,"Exploit"
"650",16.275099399768,0,"CEX","12","0",356,"Exploit"
"651",13.5541457938299,13.017562705005,"Binance","1","0",17,"Exploit"
"652",14.4032972228664,0,"Binance","4","0",102,"Exploit"
"653",8.22282213081366,0,"Binance","6","3",154,"Exit Scam"
"654",12.5317727851695,0,"Other","10","1",274,"Exit Scam"
"655",15.5202586502027,0,"Gnosis","3","1",74,"Exploit"
"656",10.4376976165349,0,"Ethereum","1","0",18,"Exit Scam"
"657",8.96482339168508,0,"Ethereum","11","5",319,"Exit Scam"
"658",11.337190171051,0,"Ethereum","10","4",283,"Exit Scam"
"659",10.3671272246954,0,"Ethereum","10","0",300,"Exit Scam"
"660",17.9426449430094,0,"Other","5","4",126,"Exit Scam"
"661",7.66715825531915,0,"Ethereum","11","1",329,"Exit Scam"
"662",11.7199396343546,0,"CEX","3","0",84,"Exploit"
"663",17.2623184508785,0,"Polygon","12","2",335,"Exploit"
"664",11.8374697021546,0,"Ethereum","11","6",320,"Exit Scam"
"665",11.6279224008303,0,"Binance","6","3",154,"Exploit"
"666",15.1505116246966,14.946912992036,"Ethereum","3","1",68,"Exploit"
"667",10.3129446819138,0,"Ethereum","2","0",46,"Exit Scam"
"668",17.2332372415776,0,"Binance","5","6",122,"Exploit"
"669",17.7275335633924,0,"Ethereum","6","4",169,"Exploit"
"670",16.2134058307626,0,"Ethereum","5","4",127,"Exploit"
"671",15.8949520996441,0,"Ethereum","7","3",203,"Exploit"
"672",14.9119892387757,14.911989572821,"Ethereum","9","3",259,"Exploit"
"673",15.6072700271923,0,"Klaytn","5","3",139,"Exit Scam"
"674",8.91610353055373,0,"Ethereum","12","1",336,"Exit Scam"
"675",10.5833215040339,0,"Binance","3","3",62,"Exit Scam"
"676",12.2862414990931,0,"Ethereum","1","4",15,"Exit Scam"
"677",15.0964444034263,0,"Fuse","3","3",90,"Exploit"
"678",17.5043900120782,0,"Fantom","12","6",353,"Exploit"
"679",14.4828839291512,0,"Binance","2","0",45,"Exploit"
"680",13.8547312711176,0,"CEX","6","5",154,"Exploit"
"681",16.8600329956877,0,"Ethereum","8","6",241,"Exploit"
"682",13.4588356140255,0,"Ethereum","5","5",128,"Exploit"
"683",14.8545529392424,0,"Ethereum","12","0",361,"Exit Scam"
"684",14.7651935118278,0,"Ethereum","9","1",263,"Exploit"
"685",15.5019095115345,0,"CEX","9","1",252,"Exploit"
"686",16.7961291937082,0,"Ethereum","11","5",326,"Exploit"
"687",14.590359377103,0,"Ethereum","11","0",328,"Exit Scam"
"688",13.5044192823332,0,"Binance","7","2",194,"Exit Scam"
"689",11.71467376143,0,"Binance","6","2",180,"Exploit"
"690",17.1150442858499,0,"CEX","7","0",189,"Exit Scam"
"691",13.5410737122625,0,"Binance","1","2",26,"Exit Scam"
"692",10.5764320257786,0,"Other","11","4",321,"Exploit"
"693",10.8752508335341,0,"Binance","6","2",159,"Exit Scam"
"694",14.2209756660724,0,"Binance","5","4",148,"Exploit"
"695",10.87993220723,0,"CEX","10","2",278,"Exploit"
"696",14.4032972228664,0,"CEX","8","5",229,"Exploit"
"697",13.4393483941261,0,"Ethereum","6","3",168,"Exit Scam"
"698",13.4009900734117,0,"Binance","6","0",172,"Exploit"
"699",10.2774275932364,0,"Binance","7","2",194,"Exit Scam"
"700",13.0163137354646,0,"Ethereum","1","1",5,"Exit Scam"
"701",11.4447536848669,0,"Ethereum","1","4",22,"Exit Scam"
"702",10.7359183001985,0,"Binance","9","5",260,"Exit Scam"
"703",10.847607436329,0,"Binance","9","1",249,"Exit Scam"
"704",9.7981270368783,0,"Fantom","5","5",134,"Exploit"
"705",12.8992198260901,0,"Other","1","5",13,"Exploit"
"706",17.281246460764,0,"CEX","7","4",193,"Exploit"
"707",10.301592306238,0,"Binance","3","2",69,"Exit Scam"
"708",18.3100942298549,0,"Binance","10","3",279,"Exploit"
"709",13.942228667801,0,"Binance","2","2",47,"Exploit"
"710",12.5411439012358,0,"Ethereum","7","2",202,"Exploit"
"711",17.1793521530827,16.7546725329399,"Ethereum","10","5",274,"Exploit"
"712",8.47720418319987,0,"Ethereum","11","5",326,"Exit Scam"
"713",9.75869296763289,0,"Binance","7","5",197,"Exit Scam"
"714",13.3735204599737,0,"Ethereum","2","4",35,"Exploit"
"715",13.7631640775921,0,"Other","12","3",361,"Exploit"
"716",12.2596228910863,0,"Ethereum","11","2",328,"Exploit"
"717",15.6873127348659,0,"Ethereum","6","4",169,"Exploit"
"718",10.4424048834683,0,"Ethereum","12","0",342,"Exit Scam"
"719",11.7117271421781,0,"Binance","3","6",66,"Exit Scam"
"720",7.50273821075485,0,"Ethereum","11","3",310,"Exit Scam"
"721",12.6660259389224,0,"Ethereum","12","3",364,"Exploit"
"722",9.38210641483062,0,"Ethereum","4","6",101,"Exit Scam"
"723",14.576316386998,0,"CEX","5","1",131,"Exploit"
"724",14.9221984840517,0,"Fantom","3","1",74,"Exploit"
"725",6.96129604591017,0,"Ethereum","12","2",337,"Exit Scam"
"726",12.4411447677097,0,"CEX","1","2",28,"Exploit"
"727",6.30627528694802,0,"Binance","10","0",277,"Exit Scam"
"728",16.1180956509583,0,"CEX","12","1",353,"Exploit"
"729",12.3371009079366,0,"Other","3","0",72,"Exploit"
"730",10.1266311038503,0,"Binance","6","2",159,"Exit Scam"
"731",16.3804599154258,0,"Ethereum","4","0",115,"Exploit"
"732",13.2808736830947,0,"Binance","11","6",318,"Exploit"
"733",16.9156028468425,0,"Binance","4","1",102,"Exploit"
"734",16.1043098621309,0,"EOS","12","2",342,"Exploit"
"735",13.948604229803,0,"Ethereum","9","2",258,"Exploit"
"736",15.3480674260624,0,"Other","7","0",184,"Exit Scam"
"737",14.735793311108,14.7357937095143,"Other","10","6",284,"Exploit"
"738",14.3977261778169,0,"CEX","2","6",46,"Exploit"
"739",15.6560601913618,0,"Binance","5","5",149,"Exploit"
"740",6.05443934626937,0,"Ethereum","11","1",315,"Exit Scam"
"741",8.30028018985266,0,"Ethereum","12","3",366,"Exit Scam"
"742",11.7905572015685,0,"Other","3","6",83,"Exit Scam"
"743",13.0604879736862,0,"Ethereum","2","0",45,"Exploit"
"744",18.1329986715006,0,"CEX","6","1",173,"Exploit"
"745",11.5741616644408,0,"Ethereum","4","4",113,"Exit Scam"
"746",11.9183905730784,0,"Ethereum","7","4",196,"Exploit"
"747",17.89304800187,0,"Ethereum","4","0",109,"Exploit"
"748",14.7710220029917,0,"Ethereum","8","5",226,"Exploit"
"749",17.2623184508785,0,"Ethereum","12","2",335,"Exploit"
"750",10.7003413818697,0,"Binance","7","2",194,"Exit Scam"
"751",9.02725852623582,0,"Ethereum","12","1",343,"Exit Scam"
"752",12.5657904552536,0,"Binance","1","4",7,"Exit Scam"
"753",10.4337628001234,0,"Ethereum","12","1",336,"Exit Scam"
"754",18.1683658153379,0,"CEX","12","5",345,"Exploit"
"755",8.51719319141624,0,"Ethereum","9","5",247,"Exit Scam"
"756",10.8866889896929,0,"Binance","6","3",153,"Exit Scam"
"757",13.0852843691629,12.8958591854579,"Heco","3","2",69,"Exit Scam"
"758",15.9073746196427,15.9073747430994,"Ethereum","9","6",257,"Exploit"
"759",13.1685081408227,0,"Ethereum","6","6",180,"Exploit"
"760",10.8356516335666,0,"Other","2","2",44,"Exploit"
"761",12.1158470174566,0,"Ethereum","11","4",332,"Exit Scam"
"762",12.9773306689138,0,"Binance","6","0",164,"Exploit"
"763",12.6208839416379,0,"Binance","9","4",245,"Exploit"
"764",10.1376897312071,0,"Binance","8","6",233,"Exit Scam"
"765",9.39266192877014,0,"CEX","7","2",186,"Exploit"
"766",13.4778003553793,0,"Ethereum","9","3",268,"Exit Scam"
"767",11.7117763237154,0,"Binance","7","4",196,"Exit Scam"
"768",13.5923670066501,0,"Ethereum","7","4",183,"Exploit"
"769",19.9746059464562,0,"CEX","2","0",55,"Exploit"
"770",10.0917497619922,0,"Ethereum","4","4",120,"Exit Scam"
"771",10.9859704592744,0,"Ethereum","12","3",366,"Exit Scam"
"772",14.9060920190202,0,"Binance","5","6",128,"Exploit"
"773",18.4206807439524,0,"Ethereum","6","3",174,"Exploit"
"774",15.5329056119035,0,"Binance","8","0",228,"Exploit"
"775",14.6227406036518,0,"Binance","1","3",28,"Exit Scam"
"776",10.5826118707325,0,"Ethereum","7","6",192,"Exploit"
"777",16.0562202472402,14.9786616802699,"Ethereum","12","0",363,"Exploit"
"778",18.1975371926382,0,"Binance","1","3",27,"Exploit"
"779",13.1223633774043,0,"Ethereum","2","2",41,"Exit Scam"
"780",14.4032972228664,0,"Other","10","5",298,"Exploit"
"781",17.3990294964204,0,"Avax","9","1",264,"Exploit"
"782",12.6235486663045,0,"Binance","2","0",38,"Exit Scam"
"783",12.4684369099977,0,"Binance","7","2",195,"Exploit"
"784",15.8874238332233,0,"CEX","1","5",8,"Exploit"
"785",16.8600329956877,0,"Other","7","2",208,"Exit Scam"
"786",10.9070379639036,0,"Binance","7","5",183,"Exit Scam"
"787",12.4516897638073,0,"Binance","7","0",206,"Exit Scam"
"788",12.4211840251471,0,"Polygon","6","0",179,"Exploit"
"789",12.6214880844915,0,"CEX","7","4",195,"Exploit"
"790",12.4609086435769,0,"Binance","2","0",32,"Exit Scam"
"791",12.3715870840077,0,"CEX","7","1",207,"Exploit"
"792",10.9383077081165,0,"Binance","1","4",22,"Exit Scam"
"793",14.8836636391477,0,"Other","2","2",43,"Exploit"
"794",9.16481985667437,0,"Ethereum","2","6",59,"Exit Scam"
"795",16.3169465097035,0,"CEX","7","5",182,"Exploit"
"796",18.7991171796726,0,"CEX","2","5",41,"Exploit"
"797",13.5691457173825,0,"Fantom","1","6",30,"Exit Scam"
"798",11.4483442762557,0,"Binance","8","6",240,"Exit Scam"
"799",11.7199396343546,0,"Other","7","0",196,"Exploit"
"800",11.9058590471389,0,"Binance","5","1",151,"Exit Scam"
"801",10.7441060124543,0,"Ethereum","12","4",353,"Exit Scam"
"802",10.7995755770928,0,"Binance","9","1",270,"Exit Scam"
"803",11.9225153876553,0,"Binance","5","1",151,"Exit Scam"
"804",8.71686338654481,0,"Ethereum","12","5",347,"Exit Scam"
"805",14.3957801514571,0,"Ethereum","12","1",355,"Exploit"
"806",10.4312292886784,0,"Binance","7","1",200,"Exit Scam"
"807",11.2326161468479,0,"Ethereum","3","2",82,"Exit Scam"
"808",14.7794849372821,0,"Fantom","3","2",68,"Exploit"
"809",9.68034400122192,9.68040649926887,"Solana","8","3",231,"Exploit"
"810",13.1748951046173,0,"Binance","3","1",81,"Exit Scam"
"811",12.2743012250204,0,"Binance","8","5",225,"Exit Scam"
"812",14.9141228466324,0,"CEX","10","0",275,"Exploit"
"813",15.2018049190842,0,"CEX","10","5",299,"Exit Scam"
"814",18.805943144743,0,"CEX","2","0",35,"Exploit"
"815",12.7938593104323,0,"Ethereum","12","6",346,"Exit Scam"
"816",11.1905967357347,0,"Ethereum","11","4",311,"Exit Scam"
